SiteCode,Year,CAMPAGNE,VOLET,DATE,JOURJULIEN,Site,Lac,LATITUDE,LONGITUDE,Region,TYPE,VENTMAX,VENTMOY,TEMPAIR,HUMREL,PATM,NUAGE,VAGUES,SecchiDepth,MaxDepth,DepthEPILIMNION,ZÉCH,Temp,Conductivity,Doperc,Docorr,DOmgL,pH,Alcalinity,AbundanceBact,ABONDANCE BACT. _ ES (cells/ml),PRODUCTION BACT._MOY       (µg C/L/j),RESPIRATION TOTALE _ MOY (µgC/L/j),RESPIRATION TOTALE _ ES (µgC/L/j),RESPIRATION BACT. _ MOY (µgC/L/j), RESPIRATION BACT. _ ES (µgC/L/j),ZooBiomass,ZBP (mg C m-3 j-1),ZP:B CBA (j-1),ZP:B LOPC (j-1),ChlA, CHL a _ ES (µg/L),TP, TP _ ES (µg/L), TN, TN _ ES (mg/L),NH4,[NH4] _ ES (ug/L),NO3,[NO3] _ ES (ug/L),Iron, DOC, DOC _ ES (mg/L - ppm), DIC, DIC _ ES (mg/L - ppm), LABILITÉ, LABILITÉ _ ES (mgC/L/j),COULEUR-CDOM      ABS. 440nm (m-1),FLUORESCENCE C1 (Ru),FLUORESCENCE C2 (Ru),FLUORESCENCE C3 (Ru),FLUORESCENCE C4 (Ru),FLUORESCENCE C5 (Ru),FLUORESCENCE C6 (Ru),pCO2 AIR AMBIANT DE EGM (ppm),pCO2 EAU (ppm) DE EGM,pCH4 EAU _ MOY (ppm)  DU GC,pCH4 EAU _ ES (ppm)  DU GC,pN2O EAU _ MOY  (ppm)  DU GC Rox,pN2O EAU _  ES (ppm)  DU GC Rox,FLUX CO2 _ MOY (mmol m-2 d-1) EGM ,FLUX CH4 (mmol m-2 d-1) GC,FLUX N2O (mmol m-2 d-1) GC Rox,k600 (m j-1),KCO2 (m j-1),2H2O (Hatch Lab),H2O18 (Hatch Lab),2H2O (Colorado),H2O18 (Colorado),2H2O (UTrent),H2O18 (UTrent),H2O17 (LSCE),O17 (Hatch Lab),O18 (Hatch Lab),DIC13 (Hatch Lab),DIC13 (Colorado),DOC13 (Hatch Lab),DOC13 (Colorado),ppmDIC (Hatch Lab),ppmDIC (Colorado),ppmDOC (Hatch Lab),ppmDOC (Colorado),%C POM (Colorado),%N POM (Colorado),C13 POM (Colorado),N15 POM (Colorado),C/N POM (Colorado),H2 POM (Colorado),%H (Colorado),H2 DOM (Colorado),mgPOC/L/filter (Colorado),pour trier,Commentaires
,2011,2,L,26-07-2011,207,L153,Lac Paré,47.96788,-71.15924,Chicoutimi,humique,3.5,2.25,15.05,80.85,906.6,8,5,2,6,2,0.5,17.31,18,85,94.52,8.16,6.28,,1221224,31563,4.39,62.08,0.61,34.92,2.07,,1.482,0.072,,1.15,0.26,14.49,1.41,0.18,0.006,,,,,341.399,9.177,0.247,1.72,0.02,-0.026,0,5.18,0.611,0.928,0.32,0.264,0.199,0.137,394,1463,717.11,5.18,0.405,0.014,158.96,,0.01,3.836,3.505,,,,,-89.77,-12.66,,12,22.68,,,,,,,,,,,,,,,,,,162,
,2011,2,L,26-07-2011,207,L154,Lac Cantin,47.97515,-71.15397,Chicoutimi,humique,2.5,1.9,16.1,84.8,903.7,8,3,3,7.7,3,0.5,19,14,89.8,100.26,8.33,6.4,,480112,8629,4.4,32.58,1.94,20.03,1.92,354.746,2.747,0.084,0.008,1.46,0.02,7.37,0.78,0.142,0.001,7.6,2.1,0,,171.498,6.655,0.05,1.014,0.01,-0.02,0.004,2.65,0.321,0.485,0.155,0.17,0.14,0.116,389,1007,147.68,4.6,0.484,0.01,53.73,,0.011,2.227,2.156,,,-89.09,-12.21,,,,11.68,22.27,,,,,,,,,,,-31.179,0.784,8.914,,2.6,-102.6,,163,
,2011,2,L,27-07-2011,208,L155,Lac Kénogami,48.29858,-71.23846,Chicoutimi,humique,1.6,1.05,18.35,79.6,989.65,8,0,2.75,22.1,10,0.5,20.61,35,91.2,92.93,8.19,6.98,,654291,75696,4.1,43.15,2.33,30.22,3,149.031,2.49,0.135,0.017,1.29,0.14,9.17,0.27,0.199,0.003,23.4,0.6,0,,215.259,7.1,0.114,2.221,0.009,-0.009,0.005,3.68,0.474,0.687,0.199,0.225,0.173,0.106,390,926,66.18,1.31,0.368,0.008,42.79,,0.003,2.033,2.075,,,-95.12,-13.33,,,0,12.59,23.15,,-10.27,,-27.07,,2.21,,6.78,,,-29.743,0.804,7.729,,2.4,-119.4,,164,
,2011,2,L,27-07-2011,208,L156,Lac Talbot,47.88571,-71.25089,Chicoutimi,humique,1.55,1.1,17.4,81,923.55,8,0,1.9,2.7,-,0.5,18.6,32,87.2,95.18,8.15,6.46,,878233,15052,9.47,52.96,1.44,47.95,4.25,,4.353,0.095,,2.99,0.21,16.17,1.13,0.24,0.039,,,102.7,,951.164,8.128,0.098,1.762,0.023,-0.033,0,4.72,0.559,0.805,0.261,0.239,0.202,0.129,381,1478,964.99,38.44,0.413,,98.31,7.076,0.006,2.299,2.196,,,,,-89.53,-12.63,,12.17,22.94,,,,,,,,,,,,,,,,,,165,
,2011,2,L,28-07-2011,209,L157,Lac Clarence-Gagnon,48.09064,-71.53036,Chicoutimi,humique,3.7,2.1,22.1,65.2,951.1,0,1,4.5,22,5,0.5,20.42,304,94.7,100.94,8.58,7.78,,528514,8567,6.85,52.26,1.21,29.19,1.42,65.522,3.689,0.326,0.056,1.34,0,7.04,2.27,0.156,0.002,6.3,1,3.4,1.5,32.614,5.435,0.018,6.083,0.03,-0.028,0.016,1.27,0.208,0.294,0.089,0.066,0.133,0.136,377,605,130.04,10.55,0.459,0.043,41.96,,0.019,4.688,4.756,,,-86.26,-11.23,,,,11.47,22.48,,-6.29,,-26.85,,6.1,,5.21,,,-31.899,1.953,7.435,,1.7,-114.2,,166,
,2011,2,L,28-07-2011,209,L158,Lac Morin,48.07523,-71.58472,Chicoutimi,humique,2.3,1.9,24.5,55.9,955.8,0,1,2,3.1,-,0.5,21.07,24,92.7,98.98,8.35,7.08,,428292,17093,11.93,67.22,3.08,33.95,0.74,,0.488,0.026,,2.43,0.04,12.97,0.47,0.195,0.005,,,,,167.653,7.922,0.043,1.968,0.021,-0.072,0.007,3.11,0.478,0.608,0.165,0.172,0.155,0.154,370,724,190.21,2.75,0.401,0.02,31.2,0.241,0.005,2.24,2.321,,,,,-85.47,-11.62,,10.87,21.42,,,,,,,,,,,,,,,,,,167,
,2011,2,L,28-07-2011,209,L159,Lac Bonjour,48.00124,-71.44743,Chicoutimi,humique,3.3,1.8,25.6,43.1,936.4,0,2,3.1,7.7,-,0.5,21.72,78,101,108.88,8.89,7.12,,317924,14280,11.05,59.29,2.98,55.53,1.56,45.565,5.494,0.141,0.121,1.54,0.22,7.44,0.27,0.168,0.005,,,,,151.509,6.055,0.028,1.681,0.025,-0.017,0.003,1.96,0.264,0.377,0.089,0.157,0.15,0.153,380,598,241.84,8.69,0.329,0.011,17.03,0.356,0.001,1.98,2.095,,,,,-90.82,-12.76,,10.06,20.01,,,,,,,,,,,,,,,,,,168,
,2011,2,L,29-07-2011,210,L160,Lac Petit lac à Mars,47.8655,-71.28,Chicoutimi,humique,3.9,3.1,20.7,77.6,920.8,6,15,1.5,,3,0.5,18.15,15,87.2,95.7,8.24,6.22,,1437797,82703,5.11,54.46,4.51,34.4,0.64,176.422,2.837,0.092,0.016,1.47,0.06,13.04,1.73,0.169,0.007,10.7,1.2,0,,341.556,10.718,0.114,1.03,0.003,-0.039,0.005,6.1,0.812,1.279,0.444,0.247,0.252,0.235,380,1097,70.22,0.28,0.447,0.036,112.86,,0.015,4.046,3.806,,,-92.79,-12.81,,,,4.46,16.08,,-10.6,,-26.86,,0.7,,11.22,,,-31.953,1.334,7.3,,2.7,-100.6,,169,
,2011,2,L,29-07-2011,210,L161,Lac Jupiter,47.787,-71.2284,Chicoutimi,humique,5.6,4.5,20.5,73.6,921.2,8,15,1.6,8.8,2.5,0.5,18.7,112,87.4,95.73,8.15,6.51,,1265851,7907,2.73,72.57,3.11,54.59,2.45,266.924,3.424,0.09,0.013,2.11,0.26,22.77,0,0.251,0.019,,,0,,659.294,11.808,0.066,1.531,0.004,-0.021,0.014,7.25,0.95,1.328,0.441,0.294,0.256,0.22,385,1034,91.6,3.73,0.509,0.009,158.72,0.326,0.035,6.273,6.011,,,,,-89.13,-12.82,0,19.42,23.79,,,,,,,,,,,,,,,,,,170,
,2011,2,L,31-07-2011,212,L162,Lac Pikauba,47.79599,-71.13179,Chicoutimi,humique,2.1,1.6,18.1,53,920.3,2,1,,21.9,-,0.5,18.45,12,83.3,91.24,7.81,6.06,,816606,31022,3.28,73.54,1.6,48.98,2.7,154.304,1.92,0.08,0.012,3.26,0.06,14.77,3.6,0.161,0.031,,,,,299.384,7.391,0.049,0.688,0.02,-0.009,0.003,3.45,0.481,0.791,0.271,0.192,0.161,0.131,393,636,53.34,1.51,0.486,0.004,53.37,,0.028,5.638,5.358,,,,,-94.97,-12.33,,11.72,23.02,,,,,,,,,,,,,,,,,,171,
,2011,2,L,31-07-2011,212,L163,Lac à la Carpe,48.22609,-71.86533,Chicoutimi,humique,3.1,2.6,22.7,48.5,471.9,1,2,3.5,15,11,0.5,21.54,36,91.7,95.12,8.08,7.5,,942962,4059,3.88,49.18,0.6,22.95,2.81,109.971,1.934,0.139,0.018,1.63,0.14,7.24,0.07,0.196,0.032,,,,,24.591,5.915,0.007,3.242,0.008,-0.007,0.002,1.73,0.237,0.305,0.088,0.091,0.117,0.111,385,472,32.09,0.67,0.454,0.007,11.59,,0.013,3.378,3.554,,,,,-82.14,-9.63,,11.84,22.61,,,,,,,,,,,,,,,,,,172,
,2011,2,L,31-07-2011,212,L164,Lac St-Jean,48.49367,-72.12424,Chicoutimi,humique,4.7,3.4,22.7,62,999.8,4,6,2.75,7,-,0.5,21.05,28,94.3,95.35,8.41,7.13,,828678,17832,3.83,73.45,1.37,45.16,3.91,22.281,,,,1.89,0.54,8.77,0,0.224,0.036,15.7,2.4,40.8,,165.734,7.728,0.042,1.936,0.023,-0.009,,4.38,0.534,0.792,0.218,0.217,0.178,0.141,381,480,13.78,0.01,0.426,0.009,50.46,0.144,0.041,12.955,13.415,,,-95.61,-13.29,,,0,11.45,22.43,,-10.32,,-27.07,,1.98,,7.51,,,-31.349,3.321,7.611,,2.1,-106.8,,173,
,2011,2,L,31-07-2011,212,L165,Lac Lamotte,48.77329,-71.1616,Chicoutimi,humique,4.6,3.8,22.5,42.9,976.7,1,3,4,23.5,8,0.5,21.2,17,93.8,96.96,8.33,6.82,,293308,10218,2.9,52.87,2.44,46.32,2.13,43.938,,,,1.68,0.05,5.11,0.47,0.225,0.059,,,,,80.919,5.847,0.022,1.096,0.014,-0.009,0.005,2.19,0.3,0.422,0.122,0.145,0.107,0.09,376,487,55.23,1.64,0.538,0.028,22.95,0.383,0.034,5.252,5.465,,,,,-92.36,-11.83,,11.91,22.61,,,,,,,,,,,,,,,,,,174,
,2011,2,L,05-08-2011,217,L178,Lac Bousquet,48.03048,-71.46986,Chicoutimi,humique,3.8,2,22.15,72.5,942.2,1,3,3.8,6.6,5,0.5,20.33,15,93,99.55,8.4,6.99,,,,4.44,41.8,0.01,32.32,1.43,89.368,3.585,0.125,0.04,1.18,0.08,5.52,0.27,0.124,0.007,12.9,1.2,,,32.49,3.912,0.031,1.116,0.007,-0.009,0.003,3.22,0.259,0.311,0.083,0.117,0.1,0.186,364,432,79.83,0.83,0.462,0.014,21.55,0.609,0.034,8.076,8.169,,,-86.59,-11.51,,,,11.41,22.13,,-6.05,,-26.72,,1.12,,3.8,,,-28.443,1.611,9.906,,,,,187,
,2011,2,L,05-08-2011,217,L179,Lac Tourangeau,47.932,-71.241,Chicoutimi,humique,3.3,2.3,25.15,58.65,929.9,3,18,,8.4,4,0.5,19.96,65,87.8,95.22,7.99,6.87,,,,7.22,80.71,1.13,43.36,1,105.369,2.01,0.078,0.019,2.63,0.27,14.51,1.07,0.222,0.004,,,101.5,,443.157,9.66,0.095,1.98,0.009,-0.028,0.002,17.16,1.328,1.695,0.467,0.503,0.283,0.432,366,836,237.4,7.37,0.353,0.012,66.57,,,3.615,3.612,,,,,-91.85,-12.76,0,15.2,24.62,,,,,,,,,,,,,,,,,,188,
,2011,3,L,27-09-2011,270,L180,Lac Kénogami,48.29858,-71.23846,Chicoutimi,humique,1.7,0.9,10.5,64.5,997.9,0,3,2.6,24.5,-,0.5,17.8,34,91,95.32,8.76,7.11,,645808,1724,8.63,55.66,1.15,25.68,0.39,96.773,5.411,0.191,0.056,3.36,0.3,15.45,0.27,0.277,0.002,,,34.2,,331.152,9.846,0.068,2.281,0.005,-0.034,,4.95,1.227,1.776,0.539,0.503,0.35,0.355,421,636,108.56,3.87,0.374,0.001,21.17,0.232,0.003,2.535,2.356,,,,,-92.46,-12.86,,11.23,22.5,,,,,,,,,,,,,,,,,,189,
,2011,3,L,27-09-2011,270,L181,Lac des Îlets ,48.20125,-71.23432,Chicoutimi,humique,1.6,1.1,21.1,49.4,974.6,0,5,2.6,,-,0.5,17.47,91,96.8,100.38,9.28,7.85,,980844,43784,10.31,50.5,0.42,23.72,0.2,111.747,2.356,0.118,0.021,1.49,0.05,9.41,0,0.238,0.01,7.7,2.1,8.1,,119.359,7.026,0.052,6.049,0.061,,,2.65,0.65,0.817,0.274,0.212,0.297,0.312,403,490,97.52,1.92,0.384,0.015,19.35,0.164,0.009,5.735,5.269,,,,,-88.61,-11.51,,10.05,20.22,,-6.52,,-27.59,,5.97,,6.99,,,,,,,1.7,-115.3,,190,
,2011,3,L,28-09-2011,271,L182,Lac Simoncouche,48.23292,-71.24916,Chicoutimi,humique,0.4,0.2,27.9,62.7,972.6,6,1,3.2,7,-,0.5,16.52,116,96.1,99.58,9.37,7.71,,334967,6255,7.41,39.84,3.11,20.26,0.65,81.071,2.904,0.104,0.036,1.34,0,9.28,0,0.271,0.016,5.3,3.1,17.8,,69.931,7.825,0.042,6.605,0.074,-0.019,0.005,2.76,0.737,0.964,0.305,0.252,0.368,0.339,389,711,257.2,2.78,0.358,0.009,30.21,0.474,0.002,2.429,2.159,,,,,-86.22,-11.57,,10.13,20.2,,-8.16,,-27.46,,6.59,,7.55,,,,,,,2.1,-115.1,,191,
,2011,3,L,30-09-2011,273,L183,Lac Larocque,47.933,-71.203,Chicoutimi,humique,2.93,2.17,13.4,84.97,909.2,8,18,2.1,2.6,-,0.5,14.6,27,88.5,98.09,9,6.86,,644938,14067,14.82,53.85,5.34,42.89,1.59,89.498,6.553,0.139,0.073,3.54,0.05,17.89,0.6,0.829,0.007,504.5,5.5,40.7,,156.593,8.008,0.019,2.601,0.02,-0.057,0.002,3.8,0.718,0.997,0.299,0.289,0.216,0.454,412,1263,229.67,7.13,0.722,,94.46,0.8,0.032,2.9,2.406,,,,,-84.08,-11.25,,10.75,21.73,,-11.29,,-27.04,,2.58,,7.84,,,,,,,2.6,-113.5,,192,
,2011,3,L,30-09-2011,273,L184,Lac Grand Montagnais,47.917,-71.199,Chicoutimi,humique,2.4,1.65,13.05,92.7,910.45,8,13,2.15,5.5,-,0.5,13.84,21,87.4,96.82,9.04,6.52,,1091715,24442,8.95,58.25,1.22,31.01,0.24,66.247,2.596,0.11,0.039,2,0.75,21.03,1.07,0.335,0.016,5.2,0.6,12,,444.949,13.748,0.071,1.497,0.003,-0.018,0.002,8.06,2.031,3.013,0.925,0.513,0.413,0.553,412,1001,190.4,1.82,0.409,0.024,85.4,0.904,0.008,3.803,3.067,,,,,-90.48,-12.9,,11.43,22.82,,,,,,,,,,,,,,,,,,193,
,2011,3,L,30-09-2011,273,L185,Lac Nixon,48.11958,-71.26269,Chicoutimi,humique,2.45,2,14.05,92.2,933.15,6,10,1.6,7.7,2,0.5,15.26,20,92.6,100.09,9.29,6.45,,1287441,24374,12.57,31.44,0.29,13.71,2.25,66.901,3.936,0.129,0.059,1.64,0.22,15.48,0.74,0.286,0.03,,,20.9,,329.392,9.285,0.106,2.073,0.023,-0.048,0.012,5.18,1.049,1.5,0.513,0.451,0.363,0.379,399,1649,290.09,12.48,0.468,0.022,44,0.762,0.004,0.917,0.779,,,,,-87.88,-11.15,,10.97,21.84,,,,,,,,,,,,,,,,,,194,
,2011,3,L,01-10-2011,274,L186,Lac Faniant,48.12738,-71.263,Chicoutimi,humique,3.6,2.6,1.4,100,947.8,8,1,2.1,3.6,2,0.5,13.05,22,82.6,87.83,8.7,6.63,,1471414,56383,22.93,39.56,0.6,29.91,1.44,31.436,1.327,0.058,0.042,1.95,0.22,14.81,2.07,0.269,0.003,5.3,1.8,8.4,,300.344,9.957,0.039,2.157,0.035,-0.04,0.003,5.3,1.094,1.686,0.57,0.456,0.378,0.375,393,1331,165.96,6.08,0.348,0.009,73.09,0.429,0.001,2.052,1.607,,,,,-89.07,-11.5,,10.28,20.02,,-15.17,,-27.12,,2.19,,9.86,,,,,,,2.6,-117,,195,
,2011,3,L,01-10-2011,274,L187,Lac Laurier,48.12674,-71.28669,Chicoutimi,humique,2.5,2,2.2,100,942,8,1,2.15,7.1,4,0.5,13.12,19,88.7,94.69,9.31,6.65,,660546,8825,7.38,28.332,2.124,25.821,1.18,55.801,2.044,0.089,0.037,1.37,0.02,8.39,0.2,0.215,0.006,,,17.3,,202.934,7.429,0.101,1.799,0.055,-0.021,0.002,3.68,0.649,1.082,0.326,0.348,0.285,0.237,394,1062,130.15,9.21,,,49.08,0.389,,1.934,1.518,,,,,-89.54,-11.29,,11.22,22.26,,,,,,,,,,,,,,,,,,196,
,2011,3,L,01-10-2011,274,L188,Lac Valiquette,48.12694,-71.27876,Chicoutimi,humique,1.6,1.1,5.2,97.35,943.85,8,5,2.25,6.6,4,0.5,13.45,20,93.6,99.94,9.76,6.79,,649596,6341,6.48,20.71,0.16,20.52,0.56,63.924,2.919,0.1,0.046,1.34,0.58,9.32,0.2,0.211,0.003,,,7.9,,146.268,7.085,0.057,1.787,0.016,-0.017,0,2.65,0.569,0.853,0.254,0.293,0.248,0.279,392,856,134.88,0.69,,,40.71,0.189,,2.306,1.833,,,,,-84.81,-10.67,,9.67,19.11,,,,,,,,,,,,,,,,,,197,
,2011,3,L,01-10-2011,274,L189,Lac du Quai,48.12947,-71.25861,Chicoutimi,humique,4.4,2.8,5.5,93.4,950.6,7,2,2,,4,0.5,13.3,21,95.3,100.97,9.97,6.71,,755643,41053,8.26,48.15,0.39,25.67,0.66,150.984,1.847,0.082,0.012,1.92,1.03,12,0.2,0.276,0.045,,,8.7,,224.579,8.943,0.053,1.91,0.035,-0.019,0.005,4.38,0.938,1.458,0.499,0.399,0.374,0.3,387,1029,95.15,1.92,,,74.41,0.29,,3.048,2.41,,,,,-89.24,-11.69,,10.01,19.22,,13.87,,-26.92,,0.71,,4.83,,,,,,,2.4,-119,,198,
,2011,3,L,03-10-2011,276,L195,Lac à la Carpe,48.22609,-71.86533,Chicoutimi,humique,3,2.3,13.1,85.4,976.2,8,10,3,10,-,0.5,13.86,36,98.8,101.95,10.2,7.32,,372815,19474,5.05,34.43,0.87,17.82,1.04,,,,,3.22,,9.05,0.33,0.205,0.006,,,10.2,,29.542,6.113,0.033,3.233,0.017,-0.029,,1.5,0.445,0.648,0.224,0.149,0.274,0.33,401,535,74.53,3.19,0.384,0.025,30.81,0.379,0.009,6.029,4.867,,,,,-81.03,-9.96,,11.2,22.28,,,,,,,,,,,,,,,,,,204,
,2011,3,L,05-10-2011,278,L196,Lac St-Jean,48.49367,-72.12424,Chicoutimi,humique,2.7,1.7,11.3,83.6,1008,5,8,2,,-,0.5,13.59,30,104.2,104.13,10.83,7.15,,241601,7232,5.6,33.88,1.79,37.12,3.35,,,,,0.88,0.54,8.72,0.27,0.18,0.001,,,61.3,,198.484,8.745,0.063,2.302,0.004,-0.009,0.003,5.07,1.083,1.607,0.454,0.415,0.3,0.321,397,478,25.67,1.88,0.398,0.01,43.32,0.274,0.027,14.046,11.224,,,,,,,,11.67,22.9,,-10.69,,-26.93,,2.33,,8.72,,,,,,,1.9,-107.8,,205,
,2011,3,L,05-10-2011,278,L197,Lac Pikauba,47.79599,-71.13179,Chicoutimi,humique,3.5,2.3,9.4,86.9,922.4,8,2,2.2,18.6,-,0.5,11.89,13,89.8,98.19,9.7,6.05,,310745,18751,5.74,31.33,2.78,26.04,2.33,,,,,1.85,0.79,10.93,0.2,0.258,0.014,,,15.4,,363.554,8.035,0.009,0.914,0.018,-0.004,,4.15,0.928,1.495,0.472,0.388,0.299,0.34,387,756,55.2,1.37,0.381,0.007,69.17,0.212,0.007,4.968,3.722,,,,,-92.57,-12.73,,11.02,22.46,,,,,,,,,,,,,,,,,,206,
,2012,5,L,20-01-2012,20,L198,Lac Kénogami,48.34017,-71.38594,Chicoutimi,humique,0.4,0.1,-5.2,55.9,992.8,,,,5.7,-,0,-0.31,34,101.7,103.51,15,7.19,,,,,,,,,,,,,0.49,,11.16,0.58,0.281,0.007,9.7,1.5,102.7,14.7,435.848,7.663,0.035,3.118,0.013,-0.007,0.002,4.38,0.808,1.51,0.491,0.403,0.376,0.317,414,715,13.71,0.22,0.45,0.006,,,,,,,,,,-95.13,-13.7,,12.94,25.58,,,,,,,,,,,,,,,,,,207,
,2012,5,L,20-01-2012,20,L199,Lac St-Jean,48.52962,-72.21466,Chicoutimi,humique,3.7,2.7,-13.1,72.1,1005.6,,,,3.3,-,0,-0.44,30,112.7,113.18,16.69,6.93,,,,,,,,,,,,,1.15,0.77,12.06,0.06,0.47,0.004,11.7,2.1,101.5,12.5,315.807,11.89,0.038,3.151,0.042,-0.014,0.009,6.56,1.531,2.435,0.727,0.464,0.451,0.557,408,670,31.04,0.5,0.522,0.003,,,,,,,,,,-96.54,-13.68,,13.1,26,,,,,,,,,,,,,,,,,,208,
,2012,5,L,21-01-2012,21,L200,Lac Clarence-Gagnon,48.09074,-71.52608,Chicoutimi,humique,4.5,2.3,-14,97.7,949.1,,,,9.3,-,0,0.39,265,83.9,89.11,12.12,7.32,,,,,,,,,,,,,0.6,0.17,6.48,0.77,0.178,0.002,20.4,2,12.2,2.7,131.676,5.998,0.042,7.816,0.037,-0.02,0.001,1.96,0.49,0.76,0.259,0.169,0.308,0.289,409,1063,13.34,0.96,0.467,0.012,,,,,,,,,,-87.59,-12.02,,12.52,25,,,,,,,,,,,,,,,,,,209,
,2012,5,L,22-01-2012,22,D142,Lac Simoncouche,48.23254,-71.2492,Chicoutimi,humique,0,0,-10,55.5,986.8,,,,6.9,-,0,-0.13,80,94.4,96.61,13.85,6.82,,,,,,,,,,,,,0.08,,8.02,0.77,0.248,0.02,15.4,0.7,36.5,11.2,75.97,7.124,0.028,9.649,0.032,-0.024,0.007,2.42,0.579,0.926,0.325,0.24,0.363,0.342,413,2350,95.99,1.04,,,,,,,,,,,,-87.93,-11.5,,12.92,25.46,,,,,,,,,,,,,,,,,,210,
,2012,5,L,23-01-2012,23,L201,Lac des Îlets ,48.20506,-71.24024,Chicoutimi,humique,1.4,1,-0.8,80.1,973.8,,,,4.7,-,0,0.75,76,106.3,110.33,15.22,7.21,,,,,,,,,,,,,0.4,0.06,9.37,0.19,0.273,0.004,22.3,6.8,22.9,2.1,55.686,6.805,0.056,7.197,0.01,-0.007,0,2.19,0.572,0.879,0.316,0.189,0.333,0.333,408,842,22.46,1.62,0.464,0.003,,,,,,,,,,-86.82,-12.17,,12.62,24.84,,,,,,,,,,,,,,,,,,211,
,2012,5,L,25-01-2012,25,L202,Lac Tourangeau,47.9345,-71.2373,Chicoutimi,humique,7.1,5,-14.2,100,926.3,,,,2.5,-,0,-0.32,22,102.6,111.9,15.14,6.37,,,,,,,,,,,,,0.08,,16.99,0.64,0.402,0.036,54.2,10,57.1,35.5,588.8,11.051,0.019,5.292,0.042,-0.007,0.002,7.14,1.148,1.982,0.616,0.428,0.405,0.473,426,1939,459.76,32.37,0.535,0.016,,,,,,,,,,-92.77,-13.92,,12.63,24.57,,,,,,,,,,,,,,,,,,212,
,2012,6,L,17-03-2012,77,D150,Lac Simoncouche,48.23254,-71.2492,Chicoutimi,humique,0.3,0,5.2,52,982.4,0,,,7,-,0.5,0.34,103,81.4,83.64,11.77,6.56,,,,,,,,,,,,,0.31,0.05,6,0.07,,,,,,,86.939,6.835,0.057,9.787,0.096,,,2.19,0.516,0.918,0.353,0.201,0.38,0.286,419,3808,750.42,8,0.29,0.014,,,,,,,,,,-91.89,-12.1,,12.29,24.8,,,,,,,,,,,,,,,,,,213,
,2012,6,L,18-03-2012,78,D152,Lac des Îlets ,48.20497,-71.24039,Chicoutimi,humique,1.1,0.6,12,74.4,972,8,,,4.5,-,0.5,1.35,92,91.7,95.17,12.89,6.99,,,,,,,,,,,,,0.37,0,5.86,0.07,,,,,,,48.375,6.339,0.052,7.743,0.028,,,1.96,0.433,0.878,0.365,0.169,0.395,0.289,,1752,11.18,0.14,0.344,0.035,,,,,,,,,,-90.19,-11.65,,12.33,25.03,,,,,,,,,,,,,,,,,,214,
,2012,6,L,20-03-2012,80,D154,Lac St-Jean,48.52858,-72.20724,Chicoutimi,humique,0.8,0.8,,100,1006.2,0,,,1.8,-,0.5,0.34,38,96.2,96.57,13.93,6.69,,,,,,,,,,,,,0.35,0.04,11,0.76,,,,,,,117.253,7.137,0.028,3.561,0.039,,,4.15,0.743,1.244,0.321,0.352,0.273,0.269,419,1011,394,23.82,0.341,0.005,,,,,,,,,,-95.6,-13.1,,12.94,25.68,,,,,,,,,,,,,,,,,,215,
,2012,6,L,20-03-2012,80,D155,Lac Kénogami,48.31475,-71.34844,Chicoutimi,humique,3.3,2.9,13.2,67.9,996.6,,,,,-,0.5,-0.05,44,95,96.5,13.9,6.65,,,,,,,,,,,,,0.54,0,11.41,0.49,,,,,,,469.176,6.496,0.03,3.596,0.015,,,3.22,0.571,1.074,0.321,0.336,0.298,0.275,401,812,4778.69,16.6,0.356,0.004,,,,,,,,,,-96.71,-13.69,,12.99,25.74,,,,,,,,,,,,,,,,,,216,
,2012,6,L,21-03-2012,81,D156,Lac Clarence-Gagnon,48.09102,-71.52635,Chicoutimi,humique,4.8,2.9,14.3,72.1,954.8,2,,,9.8,-,0.5,0.2,311,77.8,82.23,11.29,6.9,,,,,,,,,,,,,0.54,0.08,4.12,0,,,,,,,77.546,5.76,0.074,7.593,0.071,-0.008,0.004,1.38,0.467,0.678,0.22,0.178,0.285,0.245,403,1285,13.94,0.56,0.317,0.007,,,,,,,,,,-93.16,-12.48,,12.46,24.8,,,,,,,,,,,,,,,,,,217,
,2012,6,L,21-03-2012,81,D157,Lac Tourangeau,47.93557,-71.23724,Chicoutimi,humique,6.3,3.8,17.1,62.7,932.7,0,,,,-,0.5,-0.14,54,71.2,77.28,10.47,6.17,,,,,,,,,,,,,0.54,0.08,13.22,0.21,,,,,,,722.372,8.503,0.018,4.966,0.08,,,5.76,0.938,1.58,0.485,0.411,0.365,0.399,406,3140,1363.27,83.44,0.425,0,,,,,,,,,,-95.81,-13.64,,12.94,25.56,,,,,,,,,,,,,,,,,,218,
,2012,7,L,25-04-2012,116,D159,Lac Simoncouche,48.23254,-71.2492,Chicoutimi,humique,0.12,0.7,12.2,46.4,965.7,7,0,3.35,8.3,-,0.5,4.95,148,96.9,101.25,12.36,7.09,,,,,,,,,,,,,0.84,0.15,10.14,,0.229,0.004,13.6,1.8,,,0,7.117,0.039,9.524,0.089,-0.055,0.007,1.27,0.256,1.152,0.338,0.25,0.627,0.463,416,1058,70.29,0.8,0.56,0.034,44.53,0.115,0.013,1.906,1.081,,,,,-95.54,-13.09,,11.85,23.64,,,,,,,,,,,,,,,,,,219,
